transaction_id,timestamp,date,time,customer_id,merchant_id,merchant_category,transaction_type,payment_method,amount,amount_category,status,account_balance,hour,day_of_week,month,month_name,quarter,year
TXN00001288,2024-04-06 10:40:08,2024-04-06,10:40:08,CUST000113,MERCH000125,groceries,purchase,debit_card,48.45,medium,approved,4098.64,10,Saturday,4,April,2,2024
TXN00001289,2024-04-06 12:20:27,2024-04-06,12:20:27,CUST000198,MERCH000061,groceries,refund,debit_card,-44.98,medium,declined,8672.19,12,Saturday,4,April,2,2024
TXN00001290,2024-04-06 18:23:30,2024-04-06,18:23:30,CUST000060,MERCH000124,healthcare,purchase,cash,82.16,large,approved,2333.56,18,Saturday,4,April,2,2024
TXN00001291,2024-04-07 01:21:44,2024-04-07,01:21:44,CUST000011,MERCH000138,online_shopping,refund,debit_card,-40.59,medium,approved,9968.23,1,Sunday,4,April,2,2024
TXN00001292,2024-04-07 06:54:18,2024-04-07,06:54:18,CUST000032,MERCH000066,groceries,transfer,credit_card,28.51,medium,approved,3657.99,6,Sunday,4,April,2,2024
TXN00001293,2024-04-07 07:01:25,2024-04-07,07:01:25,CUST000083,MERCH000179,gas_station,refund,credit_card,-27.33,medium,approved,5202.49,7,Sunday,4,April,2,2024
TXN00001294,2024-04-07 07:12:28,2024-04-07,07:12:28,CUST000068,MERCH000030,utilities,fee,debit_card,-3.11,small,approved,1410.09,7,Sunday,4,April,2,2024
TXN00001295,2024-04-07 08:21:25,2024-04-07,08:21:25,CUST000020,MERCH000025,restaurant,refund,digital_wallet,-32.48,medium,approved,5835.06,8,Sunday,4,April,2,2024
TXN00001296,2024-04-07 10:59:27,2024-04-07,10:59:27,CUST000095,MERCH000171,retail,refund,debit_card,-20.78,medium,approved,9616.72,10,Sunday,4,April,2,2024
TXN00001297,2024-04-07 11:46:11,2024-04-07,11:46:11,CUST000071,MERCH000120,restaurant,purchase,credit_card,80.23,large,approved,7519.04,11,Sunday,4,April,2,2024
TXN00001298,2024-04-07 13:06:08,2024-04-07,13:06:08,CUST000026,MERCH000088,healthcare,deposit,credit_card,910.4,extra_large,approved,2516.14,13,Sunday,4,April,2,2024
TXN00001299,2024-04-07 13:34:24,2024-04-07,13:34:24,CUST000058,MERCH000192,healthcare,purchase,digital_wallet,32.05,medium,approved,4481.86,13,Sunday,4,April,2,2024
TXN00001300,2024-04-07 13:56:33,2024-04-07,13:56:33,CUST000175,MERCH000187,utilities,deposit,digital_wallet,19.81,medium,approved,4311.79,13,Sunday,4,April,2,2024
TXN00001301,2024-04-07 14:55:02,2024-04-07,14:55:02,CUST000059,MERCH000190,utilities,purchase,credit_card,6.48,small,approved,1069.68,14,Sunday,4,April,2,2024
TXN00001302,2024-04-07 15:54:18,2024-04-07,15:54:18,CUST000146,MERCH000010,restaurant,purchase,cash,13.51,medium,approved,8869.92,15,Sunday,4,April,2,2024
TXN00001303,2024-04-07 17:10:01,2024-04-07,17:10:01,CUST000132,MERCH000192,other,transfer,debit_card,323.83,very_large,approved,3876.41,17,Sunday,4,April,2,2024
TXN00001304,2024-04-07 19:18:28,2024-04-07,19:18:28,CUST000093,MERCH000094,transportation,purchase,debit_card,53.76,large,approved,4993.17,19,Sunday,4,April,2,2024
TXN00001305,2024-04-07 22:15:38,2024-04-07,22:15:38,CUST000046,MERCH000126,groceries,transfer,digital_wallet,118.67,very_large,approved,2983.35,22,Sunday,4,April,2,2024
TXN00001306,2024-04-08 01:07:29,2024-04-08,01:07:29,CUST000075,MERCH000188,transportation,purchase,credit_card,48.49,medium,approved,1608.72,1,Monday,4,April,2,2024
TXN00001307,2024-04-08 03:11:44,2024-04-08,03:11:44,CUST000129,MERCH000099,online_shopping,withdrawal,debit_card,85.41,large,approved,9030.9,3,Monday,4,April,2,2024
TXN00001308,2024-04-08 06:16:54,2024-04-08,06:16:54,CUST000071,MERCH000088,retail,refund,credit_card,-5.78,small,approved,470.24,6,Monday,4,April,2,2024
TXN00001309,2024-04-08 07:40:53,2024-04-08,07:40:53,CUST000040,MERCH000020,other,refund,credit_card,-44.21,medium,approved,4058.81,7,Monday,4,April,2,2024
TXN00001310,2024-04-08 09:56:24,2024-04-08,09:56:24,CUST000024,MERCH000117,restaurant,purchase,debit_card,48.88,medium,approved,7333.88,9,Monday,4,April,2,2024
TXN00001311,2024-04-08 11:24:21,2024-04-08,11:24:21,CUST000175,MERCH000103,gas_station,purchase,credit_card,7.84,small,approved,3157.69,11,Monday,4,April,2,2024
TXN00001312,2024-04-08 12:53:19,2024-04-08,12:53:19,CUST000097,MERCH000177,other,transfer,debit_card,134.63,very_large,approved,4515.68,12,Monday,4,April,2,2024
TXN00001313,2024-04-08 12:53:42,2024-04-08,12:53:42,CUST000133,MERCH000099,restaurant,purchase,credit_card,9.0,small,approved,5688.32,12,Monday,4,April,2,2024
TXN00001314,2024-04-08 15:00:27,2024-04-08,15:00:27,CUST000109,MERCH000123,retail,purchase,debit_card,55.16,large,approved,9951.31,15,Monday,4,April,2,2024
TXN00001315,2024-04-08 23:50:02,2024-04-08,23:50:02,CUST000173,MERCH000074,gas_station,purchase,credit_card,37.33,medium,approved,7607.18,23,Monday,4,April,2,2024
TXN00001316,2024-04-09 00:48:30,2024-04-09,00:48:30,CUST000118,MERCH000155,online_shopping,purchase,cash,12.07,medium,approved,9674.44,0,Tuesday,4,April,2,2024
TXN00001317,2024-04-09 01:00:44,2024-04-09,01:00:44,CUST000106,MERCH000051,utilities,purchase,debit_card,50.07,large,approved,6962.14,1,Tuesday,4,April,2,2024
TXN00001318,2024-04-09 02:16:03,2024-04-09,02:16:03,CUST000186,MERCH000185,healthcare,purchase,bank_transfer,74.37,large,approved,2763.62,2,Tuesday,4,April,2,2024
TXN00001319,2024-04-09 04:27:38,2024-04-09,04:27:38,CUST000146,MERCH000079,online_shopping,purchase,digital_wallet,18.66,medium,approved,2946.14,4,Tuesday,4,April,2,2024
TXN00001320,2024-04-09 04:45:49,2024-04-09,04:45:49,CUST000024,MERCH000165,transportation,withdrawal,credit_card,90.38,large,approved,8242.4,4,Tuesday,4,April,2,2024
TXN00001321,2024-04-09 07:06:15,2024-04-09,07:06:15,CUST000034,MERCH000003,restaurant,purchase,credit_card,25.07,medium,approved,4334.36,7,Tuesday,4,April,2,2024
TXN00001322,2024-04-09 07:58:29,2024-04-09,07:58:29,CUST000152,MERCH000157,entertainment,fee,debit_card,-6.94,small,approved,3765.22,7,Tuesday,4,April,2,2024
TXN00001323,2024-04-09 08:17:46,2024-04-09,08:17:46,CUST000162,MERCH000196,transportation,purchase,debit_card,30.09,medium,approved,9456.43,8,Tuesday,4,April,2,2024
TXN00001324,2024-04-09 10:17:29,2024-04-09,10:17:29,CUST000118,MERCH000175,healthcare,purchase,credit_card,107.03,very_large,approved,231.01,10,Tuesday,4,April,2,2024
TXN00001325,2024-04-09 11:29:10,2024-04-09,11:29:10,CUST000120,MERCH000080,retail,purchase,credit_card,13.28,medium,approved,5297.17,11,Tuesday,4,April,2,2024
TXN00001326,2024-04-09 12:35:06,2024-04-09,12:35:06,CUST000133,MERCH000069,retail,purchase,debit_card,13.67,medium,approved,7773.26,12,Tuesday,4,April,2,2024
TXN00001327,2024-04-09 19:21:01,2024-04-09,19:21:01,CUST000096,MERCH000021,utilities,purchase,digital_wallet,15.06,medium,approved,7388.07,19,Tuesday,4,April,2,2024
TXN00001328,2024-04-09 21:44:15,2024-04-09,21:44:15,CUST000142,MERCH000042,retail,withdrawal,digital_wallet,50.1,large,approved,3738.99,21,Tuesday,4,April,2,2024
TXN00001329,2024-04-09 22:14:00,2024-04-09,22:14:00,CUST000022,MERCH000118,online_shopping,purchase,credit_card,28.44,medium,approved,5402.92,22,Tuesday,4,April,2,2024
TXN00001330,2024-04-09 22:21:43,2024-04-09,22:21:43,CUST000191,MERCH000021,restaurant,transfer,credit_card,126.96,very_large,approved,155.22,22,Tuesday,4,April,2,2024
TXN00001331,2024-04-09 23:21:33,2024-04-09,23:21:33,CUST000147,MERCH000130,restaurant,purchase,credit_card,10.34,medium,approved,5394.82,23,Tuesday,4,April,2,2024
TXN00001332,2024-04-10 00:12:27,2024-04-10,00:12:27,CUST000133,MERCH000197,other,purchase,debit_card,16.16,medium,approved,5944.97,0,Wednesday,4,April,2,2024
TXN00001333,2024-04-10 00:57:18,2024-04-10,00:57:18,CUST000068,MERCH000135,online_shopping,purchase,cash,118.0,very_large,approved,8760.43,0,Wednesday,4,April,2,2024
TXN00001334,2024-04-10 03:38:21,2024-04-10,03:38:21,CUST000032,MERCH000035,other,deposit,cash,100.36,very_large,declined,2186.3,3,Wednesday,4,April,2,2024
TXN00001335,2024-04-10 04:31:23,2024-04-10,04:31:23,CUST000088,MERCH000030,other,purchase,debit_card,61.78,large,approved,8268.94,4,Wednesday,4,April,2,2024
TXN00001336,2024-04-10 04:36:08,2024-04-10,04:36:08,CUST000141,MERCH000172,restaurant,withdrawal,credit_card,35.52,medium,approved,7208.86,4,Wednesday,4,April,2,2024
TXN00001337,2024-04-10 06:51:26,2024-04-10,06:51:26,CUST000133,MERCH000174,entertainment,purchase,credit_card,44.47,medium,approved,6693.71,6,Wednesday,4,April,2,2024
TXN00001338,2024-04-10 08:00:58,2024-04-10,08:00:58,CUST000080,MERCH000055,entertainment,purchase,digital_wallet,20.6,medium,approved,4004.44,8,Wednesday,4,April,2,2024
TXN00001339,2024-04-10 09:17:02,2024-04-10,09:17:02,CUST000132,MERCH000001,transportation,purchase,credit_card,5.21,small,approved,3737.6,9,Wednesday,4,April,2,2024
TXN00001340,2024-04-10 12:40:32,2024-04-10,12:40:32,CUST000155,MERCH000125,groceries,transfer,credit_card,311.85,very_large,approved,7062.29,12,Wednesday,4,April,2,2024
TXN00001341,2024-04-10 12:45:37,2024-04-10,12:45:37,CUST000009,MERCH000182,utilities,refund,cash,-23.24,medium,approved,9903.21,12,Wednesday,4,April,2,2024
TXN00001342,2024-04-10 14:15:34,2024-04-10,14:15:34,CUST000099,MERCH000111,utilities,purchase,cash,15.93,medium,approved,4113.0,14,Wednesday,4,April,2,2024
TXN00001343,2024-04-10 16:32:23,2024-04-10,16:32:23,CUST000148,MERCH000129,healthcare,withdrawal,digital_wallet,44.75,medium,approved,9194.14,16,Wednesday,4,April,2,2024
TXN00001344,2024-04-10 17:47:36,2024-04-10,17:47:36,CUST000118,MERCH000063,retail,purchase,credit_card,20.78,medium,approved,5906.8,17,Wednesday,4,April,2,2024
TXN00001345,2024-04-10 18:34:26,2024-04-10,18:34:26,CUST000140,MERCH000183,utilities,deposit,debit_card,346.65,very_large,approved,8694.84,18,Wednesday,4,April,2,2024
TXN00001346,2024-04-10 20:25:55,2024-04-10,20:25:55,CUST000113,MERCH000086,entertainment,transfer,debit_card,201.52,very_large,approved,2250.19,20,Wednesday,4,April,2,2024
TXN00001347,2024-04-11 00:01:30,2024-04-11,00:01:30,CUST000198,MERCH000077,retail,refund,digital_wallet,-8.02,small,approved,7646.1,0,Thursday,4,April,2,2024
TXN00001348,2024-04-11 02:09:00,2024-04-11,02:09:00,CUST000013,MERCH000122,other,transfer,cash,19.3,medium,approved,8365.94,2,Thursday,4,April,2,2024
TXN00001349,2024-04-11 03:28:02,2024-04-11,03:28:02,CUST000109,MERCH000155,transportation,purchase,digital_wallet,42.54,medium,approved,8338.47,3,Thursday,4,April,2,2024
TXN00001350,2024-04-11 03:45:46,2024-04-11,03:45:46,CUST000019,MERCH000015,gas_station,refund,credit_card,-22.36,medium,approved,7868.64,3,Thursday,4,April,2,2024
TXN00001351,2024-04-11 04:23:36,2024-04-11,04:23:36,CUST000032,MERCH000127,transportation,purchase,cash,55.59,large,approved,3111.54,4,Thursday,4,April,2,2024
TXN00001352,2024-04-11 10:47:49,2024-04-11,10:47:49,CUST000080,MERCH000137,online_shopping,purchase,debit_card,28.69,medium,approved,5267.31,10,Thursday,4,April,2,2024
TXN00001353,2024-04-11 10:50:16,2024-04-11,10:50:16,CUST000032,MERCH000069,retail,purchase,credit_card,17.33,medium,approved,3067.08,10,Thursday,4,April,2,2024
TXN00001354,2024-04-11 11:45:18,2024-04-11,11:45:18,CUST000192,MERCH000059,gas_station,purchase,credit_card,55.13,large,approved,3495.36,11,Thursday,4,April,2,2024
TXN00001355,2024-04-11 12:16:32,2024-04-11,12:16:32,CUST000191,MERCH000151,other,purchase,debit_card,59.99,large,approved,3082.07,12,Thursday,4,April,2,2024
TXN00001356,2024-04-11 17:42:15,2024-04-11,17:42:15,CUST000070,MERCH000108,utilities,purchase,credit_card,116.45,very_large,approved,2913.85,17,Thursday,4,April,2,2024
TXN00001357,2024-04-11 21:04:19,2024-04-11,21:04:19,CUST000135,MERCH000113,utilities,purchase,digital_wallet,69.02,large,approved,6964.87,21,Thursday,4,April,2,2024
TXN00001358,2024-04-11 21:32:25,2024-04-11,21:32:25,CUST000117,MERCH000107,entertainment,purchase,cash,14.34,medium,approved,6537.61,21,Thursday,4,April,2,2024
TXN00001359,2024-04-11 22:20:42,2024-04-11,22:20:42,CUST000155,MERCH000139,gas_station,withdrawal,credit_card,56.31,large,approved,2122.22,22,Thursday,4,April,2,2024
TXN00001360,2024-04-11 22:22:42,2024-04-11,22:22:42,CUST000133,MERCH000024,healthcare,purchase,debit_card,24.88,medium,approved,6946.04,22,Thursday,4,April,2,2024
TXN00001361,2024-04-12 00:51:44,2024-04-12,00:51:44,CUST000001,MERCH000072,restaurant,refund,credit_card,-9.43,small,approved,2981.58,0,Friday,4,April,2,2024
TXN00001362,2024-04-12 02:21:32,2024-04-12,02:21:32,CUST000149,MERCH000111,gas_station,purchase,debit_card,5.54,small,approved,2097.01,2,Friday,4,April,2,2024
TXN00001363,2024-04-12 08:30:52,2024-04-12,08:30:52,CUST000147,MERCH000182,groceries,purchase,debit_card,313.48,very_large,pending,7497.79,8,Friday,4,April,2,2024
TXN00001364,2024-04-12 08:45:58,2024-04-12,08:45:58,CUST000113,MERCH000106,utilities,purchase,digital_wallet,18.94,medium,approved,3692.39,8,Friday,4,April,2,2024
TXN00001365,2024-04-12 09:46:06,2024-04-12,09:46:06,CUST000178,MERCH000159,restaurant,purchase,debit_card,29.19,medium,declined,5736.57,9,Friday,4,April,2,2024
TXN00001366,2024-04-12 16:31:05,2024-04-12,16:31:05,CUST000180,MERCH000150,other,purchase,digital_wallet,41.26,medium,approved,2081.23,16,Friday,4,April,2,2024
TXN00001367,2024-04-12 18:32:22,2024-04-12,18:32:22,CUST000116,MERCH000014,transportation,purchase,cash,37.03,medium,approved,6175.57,18,Friday,4,April,2,2024
TXN00001368,2024-04-12 23:16:18,2024-04-12,23:16:18,CUST000132,MERCH000005,healthcare,purchase,debit_card,2.66,small,declined,2159.14,23,Friday,4,April,2,2024
TXN00001369,2024-04-13 00:02:32,2024-04-13,00:02:32,CUST000200,MERCH000127,restaurant,purchase,debit_card,28.06,medium,approved,1752.08,0,Saturday,4,April,2,2024
TXN00001370,2024-04-13 02:38:47,2024-04-13,02:38:47,CUST000058,MERCH000017,entertainment,withdrawal,cash,220.09,very_large,approved,3926.63,2,Saturday,4,April,2,2024
TXN00001371,2024-04-13 06:24:59,2024-04-13,06:24:59,CUST000070,MERCH000082,groceries,purchase,credit_card,26.79,medium,approved,7921.61,6,Saturday,4,April,2,2024
TXN00001372,2024-04-13 09:48:37,2024-04-13,09:48:37,CUST000035,MERCH000071,transportation,purchase,digital_wallet,169.88,very_large,approved,1847.69,9,Saturday,4,April,2,2024
TXN00001373,2024-04-13 09:51:16,2024-04-13,09:51:16,CUST000176,MERCH000090,online_shopping,refund,cash,-20.6,medium,approved,1258.56,9,Saturday,4,April,2,2024
TXN00001374,2024-04-13 11:55:12,2024-04-13,11:55:12,CUST000146,MERCH000172,healthcare,purchase,credit_card,23.31,medium,approved,413.31,11,Saturday,4,April,2,2024
TXN00001375,2024-04-13 12:01:58,2024-04-13,12:01:58,CUST000022,MERCH000079,gas_station,fee,bank_transfer,-4.82,small,approved,4218.06,12,Saturday,4,April,2,2024
TXN00001376,2024-04-13 13:18:58,2024-04-13,13:18:58,CUST000198,MERCH000093,restaurant,purchase,credit_card,34.38,medium,approved,2892.05,13,Saturday,4,April,2,2024
TXN00001377,2024-04-13 14:46:26,2024-04-13,14:46:26,CUST000146,MERCH000177,utilities,purchase,digital_wallet,33.63,medium,approved,2991.87,14,Saturday,4,April,2,2024
TXN00001378,2024-04-13 15:11:04,2024-04-13,15:11:04,CUST000168,MERCH000065,utilities,purchase,credit_card,18.5,medium,approved,9821.23,15,Saturday,4,April,2,2024
TXN00001379,2024-04-13 18:05:15,2024-04-13,18:05:15,CUST000013,MERCH000132,other,purchase,cash,8.47,small,approved,2021.82,18,Saturday,4,April,2,2024
TXN00001380,2024-04-13 22:04:57,2024-04-13,22:04:57,CUST000112,MERCH000009,online_shopping,purchase,debit_card,58.05,large,approved,4638.43,22,Saturday,4,April,2,2024
TXN00001382,2024-04-14 04:16:34,2024-04-14,04:16:34,CUST000118,MERCH000179,entertainment,purchase,credit_card,174.94,very_large,approved,403.12,4,Sunday,4,April,2,2024
TXN00001383,2024-04-14 06:28:04,2024-04-14,06:28:04,CUST000142,MERCH000122,healthcare,purchase,credit_card,32.03,medium,approved,6996.91,6,Sunday,4,April,2,2024
TXN00001384,2024-04-14 06:29:29,2024-04-14,06:29:29,CUST000156,MERCH000160,gas_station,purchase,credit_card,7.29,small,declined,3773.72,6,Sunday,4,April,2,2024
TXN00001385,2024-04-14 07:31:49,2024-04-14,07:31:49,CUST000075,MERCH000088,retail,purchase,digital_wallet,45.71,medium,approved,9070.37,7,Sunday,4,April,2,2024
TXN00001386,2024-04-14 07:49:57,2024-04-14,07:49:57,CUST000165,MERCH000121,healthcare,purchase,credit_card,35.73,medium,approved,9128.22,7,Sunday,4,April,2,2024
TXN00001387,2024-04-14 10:39:52,2024-04-14,10:39:52,CUST000032,MERCH000146,other,purchase,debit_card,21.52,medium,approved,3933.41,10,Sunday,4,April,2,2024
TXN00001388,2024-04-14 11:07:40,2024-04-14,11:07:40,CUST000054,MERCH000143,transportation,purchase,digital_wallet,61.46,large,approved,2292.49,11,Sunday,4,April,2,2024
TXN00001389,2024-04-14 13:06:11,2024-04-14,13:06:11,CUST000013,MERCH000020,other,purchase,digital_wallet,54.47,large,approved,4337.23,13,Sunday,4,April,2,2024
TXN00001390,2024-04-14 16:19:02,2024-04-14,16:19:02,CUST000075,MERCH000058,entertainment,purchase,credit_card,10.01,medium,approved,9656.53,16,Sunday,4,April,2,2024
TXN00001391,2024-04-14 18:23:45,2024-04-14,18:23:45,CUST000078,MERCH000040,gas_station,purchase,digital_wallet,20.74,medium,approved,2885.85,18,Sunday,4,April,2,2024
TXN00001392,2024-04-14 21:22:18,2024-04-14,21:22:18,CUST000153,MERCH000066,healthcare,purchase,credit_card,98.93,large,declined,9815.05,21,Sunday,4,April,2,2024
TXN00001393,2024-04-14 22:33:13,2024-04-14,22:33:13,CUST000140,MERCH000089,healthcare,purchase,cash,12.43,medium,approved,8211.98,22,Sunday,4,April,2,2024
TXN00001394,2024-04-14 23:40:02,2024-04-14,23:40:02,CUST000096,MERCH000141,entertainment,purchase,cash,27.87,medium,approved,2747.78,23,Sunday,4,April,2,2024
TXN00001395,2024-04-15 00:50:38,2024-04-15,00:50:38,CUST000140,MERCH000013,restaurant,refund,credit_card,-24.09,medium,pending,7931.59,0,Monday,4,April,2,2024
TXN00001396,2024-04-15 03:56:48,2024-04-15,03:56:48,CUST000013,MERCH000062,utilities,withdrawal,credit_card,15.82,medium,approved,593.01,3,Monday,4,April,2,2024
TXN00001397,2024-04-15 04:18:43,2024-04-15,04:18:43,CUST000034,MERCH000156,healthcare,withdrawal,debit_card,40.91,medium,approved,5525.83,4,Monday,4,April,2,2024
TXN00001398,2024-04-15 05:04:08,2024-04-15,05:04:08,CUST000133,MERCH000046,healthcare,fee,debit_card,-4.2,small,approved,3637.76,5,Monday,4,April,2,2024
TXN00001399,2024-04-15 05:24:52,2024-04-15,05:24:52,CUST000135,MERCH000143,gas_station,fee,digital_wallet,-3.81,small,declined,4326.67,5,Monday,4,April,2,2024
TXN00001400,2024-04-15 10:36:27,2024-04-15,10:36:27,CUST000149,MERCH000093,restaurant,transfer,credit_card,14.34,medium,approved,4781.26,10,Monday,4,April,2,2024
TXN00001401,2024-04-15 11:20:23,2024-04-15,11:20:23,CUST000087,MERCH000172,online_shopping,fee,digital_wallet,-4.48,small,approved,5076.86,11,Monday,4,April,2,2024
TXN00001402,2024-04-15 11:44:08,2024-04-15,11:44:08,CUST000146,MERCH000023,other,withdrawal,debit_card,25.62,medium,approved,6598.48,11,Monday,4,April,2,2024
TXN00001403,2024-04-15 12:02:55,2024-04-15,12:02:55,CUST000142,MERCH000101,utilities,refund,bank_transfer,-47.12,medium,approved,6998.09,12,Monday,4,April,2,2024
TXN00001404,2024-04-15 13:47:56,2024-04-15,13:47:56,CUST000192,MERCH000067,gas_station,purchase,cash,50.18,large,approved,9759.47,13,Monday,4,April,2,2024
TXN00001405,2024-04-15 14:05:41,2024-04-15,14:05:41,CUST000040,MERCH000114,retail,purchase,digital_wallet,15.23,medium,approved,7651.51,14,Monday,4,April,2,2024
TXN00001406,2024-04-15 14:56:05,2024-04-15,14:56:05,CUST000118,MERCH000066,other,transfer,credit_card,56.0,large,approved,6909.2,14,Monday,4,April,2,2024
TXN00001407,2024-04-15 15:32:54,2024-04-15,15:32:54,CUST000132,MERCH000050,restaurant,purchase,debit_card,37.53,medium,approved,3985.34,15,Monday,4,April,2,2024
TXN00001408,2024-04-15 20:48:25,2024-04-15,20:48:25,CUST000200,MERCH000141,other,transfer,credit_card,55.9,large,approved,1266.3,20,Monday,4,April,2,2024
TXN00001409,2024-04-15 22:30:28,2024-04-15,22:30:28,CUST000038,MERCH000002,restaurant,purchase,credit_card,7.28,small,approved,682.01,22,Monday,4,April,2,2024
TXN00001410,2024-04-16 00:33:31,2024-04-16,00:33:31,CUST000115,MERCH000034,utilities,purchase,debit_card,44.36,medium,approved,4829.08,0,Tuesday,4,April,2,2024
TXN00001411,2024-04-16 00:44:09,2024-04-16,00:44:09,CUST000071,MERCH000040,restaurant,refund,cash,-30.6,medium,approved,6715.74,0,Tuesday,4,April,2,2024
TXN00001412,2024-04-16 03:20:02,2024-04-16,03:20:02,CUST000116,MERCH000069,groceries,deposit,credit_card,150.65,very_large,approved,6536.58,3,Tuesday,4,April,2,2024
TXN00001413,2024-04-16 05:53:18,2024-04-16,05:53:18,CUST000045,MERCH000189,retail,purchase,debit_card,84.67,large,approved,9533.33,5,Tuesday,4,April,2,2024
TXN00001414,2024-04-16 07:42:01,2024-04-16,07:42:01,CUST000013,MERCH000153,entertainment,withdrawal,debit_card,21.21,medium,approved,3886.06,7,Tuesday,4,April,2,2024
TXN00001416,2024-04-16 08:26:20,2024-04-16,08:26:20,CUST000070,MERCH000191,other,purchase,debit_card,10.57,medium,approved,8889.95,8,Tuesday,4,April,2,2024
TXN00001417,2024-04-16 09:32:52,2024-04-16,09:32:52,CUST000034,MERCH000028,retail,purchase,cash,47.33,medium,approved,4100.37,9,Tuesday,4,April,2,2024
TXN00001418,2024-04-16 11:30:08,2024-04-16,11:30:08,CUST000070,MERCH000113,groceries,purchase,credit_card,16.3,medium,declined,4829.66,11,Tuesday,4,April,2,2024
TXN00001419,2024-04-16 11:53:50,2024-04-16,11:53:50,CUST000013,MERCH000056,groceries,purchase,cash,50.32,large,approved,9237.43,11,Tuesday,4,April,2,2024
TXN00001420,2024-04-16 12:01:03,2024-04-16,12:01:03,CUST000191,MERCH000112,healthcare,purchase,debit_card,7.33,small,approved,5547.4,12,Tuesday,4,April,2,2024
TXN00001421,2024-04-16 17:15:41,2024-04-16,17:15:41,CUST000128,MERCH000154,groceries,purchase,digital_wallet,56.98,large,declined,8016.14,17,Tuesday,4,April,2,2024
TXN00001422,2024-04-17 03:27:41,2024-04-17,03:27:41,CUST000155,MERCH000155,utilities,purchase,credit_card,15.08,medium,approved,9362.68,3,Wednesday,4,April,2,2024
TXN00001423,2024-04-17 03:42:41,2024-04-17,03:42:41,CUST000092,MERCH000026,utilities,transfer,digital_wallet,160.68,very_large,approved,5753.47,3,Wednesday,4,April,2,2024
TXN00001424,2024-04-17 03:57:07,2024-04-17,03:57:07,CUST000178,MERCH000015,groceries,purchase,credit_card,48.07,medium,approved,1180.95,3,Wednesday,4,April,2,2024
TXN00001425,2024-04-17 04:30:14,2024-04-17,04:30:14,CUST000106,MERCH000050,groceries,purchase,debit_card,48.69,medium,approved,8234.83,4,Wednesday,4,April,2,2024
TXN00001426,2024-04-17 07:35:28,2024-04-17,07:35:28,CUST000126,MERCH000134,entertainment,purchase,credit_card,34.73,medium,approved,8196.04,7,Wednesday,4,April,2,2024
TXN00001427,2024-04-17 08:52:56,2024-04-17,08:52:56,CUST000109,MERCH000068,transportation,transfer,digital_wallet,22.18,medium,approved,1238.35,8,Wednesday,4,April,2,2024
TXN00001428,2024-04-17 13:51:49,2024-04-17,13:51:49,CUST000146,MERCH000132,utilities,withdrawal,cash,170.94,very_large,approved,5526.37,13,Wednesday,4,April,2,2024
TXN00001429,2024-04-17 13:56:50,2024-04-17,13:56:50,CUST000124,MERCH000158,entertainment,purchase,credit_card,29.08,medium,approved,4922.15,13,Wednesday,4,April,2,2024
TXN00001430,2024-04-17 14:26:39,2024-04-17,14:26:39,CUST000054,MERCH000077,other,deposit,credit_card,57.65,large,approved,8486.91,14,Wednesday,4,April,2,2024
TXN00001431,2024-04-17 14:48:44,2024-04-17,14:48:44,CUST000030,MERCH000009,gas_station,transfer,credit_card,474.28,very_large,approved,2818.82,14,Wednesday,4,April,2,2024
TXN00001432,2024-04-17 18:08:59,2024-04-17,18:08:59,CUST000132,MERCH000170,utilities,refund,credit_card,-9.86,small,approved,4320.15,18,Wednesday,4,April,2,2024
TXN00001433,2024-04-17 20:27:24,2024-04-17,20:27:24,CUST000109,MERCH000014,entertainment,refund,debit_card,-19.34,medium,approved,6087.43,20,Wednesday,4,April,2,2024
TXN00001434,2024-04-17 20:57:36,2024-04-17,20:57:36,CUST000020,MERCH000040,transportation,purchase,debit_card,39.24,medium,approved,5220.73,20,Wednesday,4,April,2,2024
TXN00001435,2024-04-17 23:40:22,2024-04-17,23:40:22,CUST000083,MERCH000131,retail,purchase,digital_wallet,26.27,medium,approved,9554.84,23,Wednesday,4,April,2,2024
TXN00001436,2024-04-17 23:43:04,2024-04-17,23:43:04,CUST000113,MERCH000169,healthcare,purchase,bank_transfer,43.52,medium,approved,9610.51,23,Wednesday,4,April,2,2024
TXN00001437,2024-04-18 00:36:11,2024-04-18,00:36:11,CUST000158,MERCH000033,groceries,purchase,debit_card,18.52,medium,approved,907.57,0,Thursday,4,April,2,2024
TXN00001438,2024-04-18 01:49:46,2024-04-18,01:49:46,CUST000016,MERCH000079,utilities,purchase,credit_card,30.93,medium,approved,3048.69,1,Thursday,4,April,2,2024
TXN00001439,2024-04-18 04:02:19,2024-04-18,04:02:19,CUST000071,MERCH000060,healthcare,withdrawal,credit_card,50.31,large,declined,174.59,4,Thursday,4,April,2,2024
TXN00001440,2024-04-18 09:36:43,2024-04-18,09:36:43,CUST000157,MERCH000064,other,purchase,debit_card,129.93,very_large,approved,4236.82,9,Thursday,4,April,2,2024
TXN00001441,2024-04-18 12:13:11,2024-04-18,12:13:11,CUST000140,MERCH000062,groceries,fee,debit_card,-10.26,medium,approved,6655.18,12,Thursday,4,April,2,2024
TXN00001442,2024-04-18 14:03:27,2024-04-18,14:03:27,CUST000056,MERCH000079,other,purchase,debit_card,39.23,medium,approved,4765.72,14,Thursday,4,April,2,2024
